seed,target_stage,method,point_type,precision,recall,average_precision
42,Reconnaissance,frozen,curve,0.14641783567134267,0.7990430622009569,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14654224400666102,0.7969924812030075,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14691973012169746,0.7963089542036911,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14729981967161251,0.7956254272043746,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1476825396825397,0.7949419002050581,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14788149092067537,0.793233082706767,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14817301237172725,0.7920369104579631,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14853549773828237,0.7911825017088175,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14883136951902645,0.7899863294600137,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1491939391981391,0.7891319207108681,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14949422902347295,0.7879357484620643,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14996420901932714,0.7875939849624061,0.4012734738777736
42,Reconnaissance,frozen,curve,0.15033960292580983,0.7867395762132604,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1506472226773718,0.7855434039644565,0.4012734738777736
42,Reconnaissance,frozen,curve,0.15108860093402618,0.7850307587149692,0.4012734738777736
42,Reconnaissance,frozen,curve,0.15150514919461314,0.7843472317156528,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1520241171403962,0.7841763499658236,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1524753133623699,0.7836637047163363,0.4012734738777736
42,Reconnaissance,frozen,curve,0.15292979177789642,0.7831510594668489,0.4012734738777736
42,Reconnaissance,frozen,curve,0.15332060685220536,0.7822966507177034,0.4012734738777736
42,Reconnaissance,frozen,curve,0.15375306732999428,0.7816131237183869,0.4012734738777736
