study,dataset,condition,view,arm,budget,reference_only,n_views,mean_definition,rows,macro_f1,stage_weighted_error,normal_false_attacks,movement_any_attack_recall,negative_support,negative_flags,negative_flag_rate,movement_support,movement_exact_recall,movement_warning_recall,movement_f1,movement_missed_warning_count,exfiltration_support,exfiltration_exact_recall,exfiltration_warning_recall,exfiltration_f1,exfiltration_missed_warning_count,context_selected_fraction,selected_context_harm_count,selected_context_help_count,n,errors,weighted_error_total,benign_false_alerts,movement_missed,exfiltration_missed,movement_as_exfiltration,mean_spend,mean_elapsed,query_rate,mean_queries,mean_delivered,seconds,normal_false_attack_rate,test_rows_with_current_fingerprint_in_training,training_rows_ending_after_first_test_start,positive,precision,recall,f1,ap,roc_auc,other_label_flags,other_label_flag_rate,target_cost_error
PX083,camlds,execve_absent,,confidence_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,2865,0.697249939157946,,,,,,,,,,,0.343311950582086,,,,,,,,,,,,,,,,,,,100,0.026172671651937457,0.77,0.05062458908612755,0.024797324182698886,0.5271501581893405,2865,0.697249939157946,0.7025421715371822
PX083,camlds,execve_absent,,ordinary_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3321,0.808225845704551,,,,,,,,,,,0.37562366357804705,,,,,,,,,,,,,,,,,,,100,0.024669603524229075,0.84,0.047931526390870186,0.023504291458299516,0.5022888780725238,3321,0.808225845704551,0.8042290330244714
PX083,camlds,execve_absent,,target_cost_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,2707,0.6587977610124118,,,,,,,,,,,0.9080541696364932,,,,,,,,,,,,,,,,,,,100,0.02660913340524991,0.74,0.05137105171815342,0.025565413559263263,0.534322219518131,2707,0.6587977610124118,0.6678545972915182
PX083,camlds,proctitle_absent,,current,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,165,0.040155755658311025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.006024096385542169,0.01,0.007518796992481203,0.02365134991419452,0.5037843757605257,165,0.040155755658311025,0.13328581610833928
PX083,camlds,proctitle_absent,,context,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,962,0.23412022389875883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.022357723577235773,0.22,0.04059040590405904,0.024298810774173504,0.5299355074227305,962,0.23412022389875883,0.3026847232121644
PX083,camlds,proctitle_absent,,fixed_fusion,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,27,0.006570941834996349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.0,0.0,0.0,0.024298164214328337,0.5293611584327087,27,0.006570941834996349,0.10144927536231885
PX083,camlds,proctitle_absent,,mixed_dropout,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3116,0.7583353614018009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.02655420181193377,0.85,0.051499545592244775,0.02545134357668631,0.5380737405694817,3116,0.7583353614018009,0.7545735329056783
PX083,camlds,proctitle_absent,,confidence_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,27,0.006570941834996349,,,,,,,,,,,0.4751722499406035,,,,,,,,,,,,,,,,,,,100,0.0,0.0,0.0,0.025193642133455738,0.5366354344122657,27,0.006570941834996349,0.10144927536231885
PX083,camlds,proctitle_absent,,ordinary_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,165,0.040155755658311025,,,,,,,,,,,0.391304347826087,,,,,,,,,,,,,,,,,,,100,0.006024096385542169,0.01,0.007518796992481203,0.024479761167663087,0.5282197614991482,165,0.040155755658311025,0.13328581610833928
PX083,camlds,proctitle_absent,,target_cost_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,962,0.23412022389875883,,,,,,,,,,,0.927536231884058,,,,,,,,,,,,,,,,,,,100,0.022357723577235773,0.22,0.04059040590405904,0.024302577920076885,0.5308408371866634,962,0.23412022389875883,0.3026847232121644
PX083,camlds,syscall_absent,,current,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,336,0.0817717206132879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.02608695652173913,0.09,0.04044943820224719,0.02508094080611403,0.5274920905329764,336,0.0817717206132879,0.16631028747921123
PX083,camlds,syscall_absent,,context,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,2230,0.5427111219274763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.023215067893123085,0.53,0.044481745698699116,0.027620649767910805,0.5144061815526892,2230,0.5427111219274763,0.5744832501781896
PX083,camlds,syscall_absent,,fixed_fusion,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,2122,0.5164273545874909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.02391904323827047,0.52,0.04573438874230431,0.0247403307769454,0.5172365539060598,2122,0.5164273545874909,0.5497742931812782
PX083,camlds,syscall_absent,,mixed_dropout,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3151,0.7668532489656851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.02626699629171817,0.85,0.050959232613908875,0.024591874804308866,0.5188573862253589,3151,0.7668532489656851,0.7628890472796389
PX083,camlds,syscall_absent,,confidence_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,2122,0.5164273545874909,,,,,,,,,,,0.5832739368020907,,,,,,,,,,,,,,,,,,,100,0.02391904323827047,0.52,0.04573438874230431,0.027941246118988905,0.5246836213190558,2122,0.5164273545874909,0.5497742931812782
PX083,camlds,syscall_absent,,ordinary_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,336,0.0817717206132879,,,,,,,,,,,0.06676170111665479,,,,,,,,,,,,,,,,,,,100,0.02608695652173913,0.09,0.04044943820224719,0.024935547098673915,0.522403261134096,336,0.0817717206132879,0.16631028747921123
PX083,camlds,syscall_absent,,target_cost_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,2230,0.5427111219274763,,,,,,,,,,,0.9303872653837016,,,,,,,,,,,,,,,,,,,100,0.023215067893123085,0.53,0.044481745698699116,0.027713310514442105,0.5179301533219762,2230,0.5427111219274763,0.5744832501781896
PX083,camlds,path_absent,,current,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3692,0.898515453881723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.025343189017951427,0.96,0.04938271604938271,0.027459162997921185,0.5627804818690679,3692,0.898515453881723,0.8809693513898789
PX083,camlds,path_absent,,context,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3525,0.8578729617911901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.025974025974025976,0.94,0.050551223447163215,0.029279588203228662,0.5723156485762959,3525,0.8578729617911901,0.8431931575196009
PX083,camlds,path_absent,,fixed_fusion,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3610,0.878559260160623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.025377969762419007,0.94,0.04942166140904311,0.030569547117690034,0.5783341445607204,3610,0.878559260160623,0.8633879781420765
PX083,camlds,path_absent,,mixed_dropout,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,2868,0.6979800438062789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0.025815217391304348,0.76,0.04993429697766097,0.027585006506079417,0.548769773667559,2868,0.6979800438062789,0.7042052744119743
PX083,camlds,path_absent,,confidence_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3610,0.878559260160623,,,,,,,,,,,0.32430506058446185,,,,,,,,,,,,,,,,,,,100,0.025377969762419007,0.94,0.04942166140904311,0.028790714131867262,0.5665636407885131,3610,0.878559260160623,0.8633879781420765
PX083,camlds,path_absent,,ordinary_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3684,0.8965685081528353,,,,,,,,,,,0.3965312425754336,,,,,,,,,,,,,,,,,,,100,0.025396825396825397,0.96,0.049484536082474224,0.027666346374157116,0.5660501338525188,3684,0.8965685081528353,0.8790686623901164
PX083,camlds,path_absent,,target_cost_gate,,False,1,same-event perturbation mean; one view unless random-loss condition,4209,,,,,4109,3525,0.8578729617911901,,,,,,,,,,,0.992872416250891,,,,,,,,,,,,,,,,,,,100,0.025974025974025976,0.94,0.050551223447163215,0.02928291797023529,0.5724324653200292,3525,0.8578729617911901,0.8431931575196009
