configuration_id,study,dataset,condition,view,arm,budget,reference_only,fit_seed,perturbation_seed,source_record_index,source_path,subgroup_type,subgroup_id,class,support,predicted_count,true_positive_count,precision,exact_recall,f1,average_precision,roc_auc,ranking_metric_status,recall_supported,warning_recall,missed_warning_count,wrong_attack_stage_count,target_false_negative_count,warning_scope
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,7,OtherAttackStage,3628,3626,3626,1.0,0.9994487320837927,0.9997242900468707,1.0,1.0,source reported; blank if unsupported,True,0.9994487320837927,2,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,7,LateralMovement,0,35,0,0.0,0.0,0.0,,,source reported; blank if unsupported,False,,0,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,7,DataExfiltration,9,0,0,0.0,0.0,0.0,0.0007268415818206803,0.8296277981703721,source reported; blank if unsupported,True,0.0,9,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,8,Benign,35261,35496,35259,0.9933231913455037,0.999943280111171,0.9966222423223144,0.9999762629525557,0.9996555438454544,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,8,OtherAttackStage,2133,2129,2129,1.0,0.9981247069854665,0.999061473486626,1.0,1.0,source reported; blank if unsupported,True,0.9985935302390999,3,1,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,8,LateralMovement,11,7,5,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.47310610273005704,0.9961217082848043,source reported; blank if unsupported,True,0.4545454545454546,6,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,8,DataExfiltration,228,1,0,0.0,0.0,0.0,0.17357760236409892,0.9761410778650945,source reported; blank if unsupported,True,0.0,228,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,9,Benign,25120,25352,25116,0.9906910697380877,0.9998407643312102,0.995244888254874,0.9999911557153707,0.999805120252778,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,9,OtherAttackStage,883,523,523,1.0,0.5922989807474519,0.7439544807965861,0.8863608240616244,0.9934356193734009,source reported; blank if unsupported,True,0.9490373725934315,45,315,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,9,LateralMovement,6,6,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2569354256854257,0.998756076818603,source reported; blank if unsupported,True,0.33333333333333337,4,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,9,DataExfiltration,258,386,71,0.18393782383419688,0.2751937984496124,0.2204968944099379,0.1912051815018168,0.9787063124541564,source reported; blank if unsupported,True,0.27519379844961245,187,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,10,Benign,20461,21155,20461,0.9671945166627275,1.0,0.983323721645521,0.9999998424701089,0.9999953520910732,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
