study,contrast,condition,budget,seed,metric,baseline,candidate,delta,lower,upper,confidence,valid_replicates,undefined_replicates,conditional_on_required_label_support,status
PX081,harm_minus_entropy,delayed_unavailable,3,8101,OtherAttackStage.stage_f1,0.9840997343143266,0.9841399607586658,4.0226444339208633e-05,0.0,0.00011849280000147376,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,LateralMovement.exact_stage_recall,0.8,0.8285714285714286,0.02857142857142858,0.0,0.09090909090909094,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8101,LateralMovement.warning_recall,0.8,0.8285714285714286,0.02857142857142858,0.0,0.09090909090909094,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8101,LateralMovement.attack_to_benign_count,7,6,-1,-3.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,LateralMovement.stage_f1,0.06181015452538632,0.27488151658767773,0.2130713620622914,0.04067112008699704,0.36537569290127225,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8101,DataExfiltration.exact_stage_recall,0.674607786170831,0.6743172574084835,-0.00029052876234747504,-0.0026246719160105125,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,DataExfiltration.warning_recall,0.8791400348634515,0.6763509587449158,-0.2027890761185357,-0.6666666666666666,-0.020622895622895654,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,DataExfiltration.attack_to_benign_count,416,1114,698,98.0,1566.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,DataExfiltration.wrong_attack_stage_count,704,7,-697,-1565.0,-98.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,DataExfiltration.stage_f1,0.7591956841589014,0.7591169255928045,-7.875856609684817e-05,-0.0019646208521343356,0.00012830371370819993,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,macro_f1,0.6996925802519302,0.7194191135259651,0.019726533274034952,0.002934975838864262,0.036901090697833094,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8102,benign_false_alert_rate,0.000707622025776173,0.0007752623664753659,6.764034069919292e-05,3.482881636755351e-05,0.00010359699677758827,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,benign_false_alert_count,136,149,13.0,6.0,20.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,attack_to_benign_count,493,1007,514,80.0,1126.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,wrong_attack_stage_count,1033,525,-508,-1127.0,-68.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,OtherAttackStage.exact_stage_recall,0.9682066967160334,0.9677237604636189,-0.0004829362524145786,-0.0012780913835339636,0.00026504108136760074,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,OtherAttackStage.warning_recall,0.9956535737282679,0.9958950418544752,0.0002414681262072893,0.0,0.0015388561169530357,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,OtherAttackStage.attack_to_benign_count,54,51,-3,-9.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,OtherAttackStage.wrong_attack_stage_count,341,350,9,2.0,17.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,OtherAttackStage.stage_f1,0.9834443853983567,0.9831145999427614,-0.00032978545559525507,-0.0008015799806198043,0.00014640814891009324,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,LateralMovement.exact_stage_recall,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8102,LateralMovement.warning_recall,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8102,LateralMovement.attack_to_benign_count,10,10,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,LateralMovement.stage_f1,0.05747126436781609,0.1400560224089636,0.0825847580411475,0.01645658263305322,0.1499019536640279,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8102,DataExfiltration.exact_stage_recall,0.6743172574084835,0.6743172574084835,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,DataExfiltration.warning_recall,0.8753631609529343,0.7251597908192912,-0.15020337013364315,-0.48063005534269904,-0.01683501683501676,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,DataExfiltration.attack_to_benign_count,429,946,517,80.0,1129.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,DataExfiltration.wrong_attack_stage_count,692,175,-517,-1129.0,-80.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8102,DataExfiltration.stage_f1,0.7594895287958116,0.7575065274151436,-0.0019830013806679814,-0.0040224433028571704,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,macro_f1,0.7533347086277403,0.7548604792966576,0.0015257706689172368,-0.004018261556642311,0.014958833747288458,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8103,benign_false_alert_rate,0.0007336375414297087,0.0007024189226454658,-3.121861878424288e-05,-0.0001007188142745064,1.1862185133123312e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,benign_false_alert_count,141,135,-6.0,-18.0,2.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,attack_to_benign_count,1169,1173,4,-2.0,12.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,wrong_attack_stage_count,343,338,-5,-13.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,OtherAttackStage.exact_stage_recall,0.9693335479716677,0.9694140373470702,8.048937540250378e-05,0.0,0.0005129520389843822,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,OtherAttackStage.warning_recall,0.9965389568576948,0.9965389568576948,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,OtherAttackStage.attack_to_benign_count,43,43,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,OtherAttackStage.wrong_attack_stage_count,338,337,-1,-3.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,OtherAttackStage.stage_f1,0.9843877717835541,0.9843890478136493,1.2760300952541215e-06,-0.00010649618550961915,0.0002764879696074418,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,LateralMovement.exact_stage_recall,0.7428571428571429,0.7142857142857143,-0.02857142857142858,-0.05555555555555558,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8103,LateralMovement.warning_recall,0.7428571428571429,0.7142857142857143,-0.02857142857142858,-0.05555555555555558,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8103,LateralMovement.attack_to_benign_count,9,10,1,0.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,LateralMovement.stage_f1,0.2736842105263158,0.27932960893854747,0.005645398412231661,-0.01617503943085341,0.05891498240733162,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8103,DataExfiltration.exact_stage_recall,0.674026728646136,0.6743172574084835,0.00029052876234747504,0.0,0.0026246719160104848,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,DataExfiltration.warning_recall,0.6754793724578734,0.674607786170831,-0.0008715862870424251,-0.009562841530054642,0.0016286644951140072,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,DataExfiltration.attack_to_benign_count,1117,1120,3,-3.0,12.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,DataExfiltration.wrong_attack_stage_count,5,1,-4,-12.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8103,DataExfiltration.stage_f1,0.7586657946370177,0.7591169255928045,0.00045113095578686035,0.0,0.0027759983781047437,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,macro_f1,0.6957920803879684,0.7494860283230648,0.05369394793509641,0.01244606570507023,0.09479849855672651,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8101,benign_false_alert_rate,0.0008741213259588018,0.0009573709760501163,8.324965009131452e-05,7.137096486407456e-06,0.00018553465787409082,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,benign_false_alert_count,168,184,16.0,1.0,35.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,attack_to_benign_count,121,1140,1019,156.0,2248.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,wrong_attack_stage_count,1406,381,-1025,-2251.0,-162.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,OtherAttackStage.exact_stage_recall,0.9676432710882164,0.9678042498390212,0.00016097875080489654,0.0,0.00038842493688096,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,OtherAttackStage.warning_recall,0.9967804249839022,0.9970218931101095,0.0002414681262072893,6.49561545956745e-05,0.000723065798987732,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,OtherAttackStage.attack_to_benign_count,40,37,-3,-5.0,-1.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,OtherAttackStage.wrong_attack_stage_count,362,363,1,0.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,OtherAttackStage.stage_f1,0.9834349053131007,0.983558282208589,0.00012337689548824748,7.32846015659705e-05,0.00020945792356452664,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,LateralMovement.exact_stage_recall,0.8,0.9142857142857143,0.11428571428571421,0.0,0.18181818181818177,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8101,LateralMovement.warning_recall,0.8,0.9142857142857143,0.11428571428571421,0.0,0.18181818181818177,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8101,LateralMovement.attack_to_benign_count,7,3,-4,-8.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,LateralMovement.stage_f1,0.04483586869495596,0.26229508196721313,0.21745921327225717,0.05440325223837557,0.38323901674961475,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8101,DataExfiltration.exact_stage_recall,0.6751888436955259,0.6751888436955259,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,DataExfiltration.warning_recall,0.9785008715862871,0.6804183614177803,-0.29808251016850673,-0.955725840783312,-0.034086156419907976,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,DataExfiltration.attack_to_benign_count,74,1100,1026,163.0,2251.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,DataExfiltration.wrong_attack_stage_count,1044,18,-1026,-2251.0,-163.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8101,DataExfiltration.stage_f1,0.7556494878881482,0.7555266579973993,-0.00012282989074896555,-0.00028473165136977396,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,macro_f1,0.6954470890471685,0.7531554811925733,0.0577083921454048,0.011834049687692194,0.09954688348541241,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8102,benign_false_alert_rate,0.0008897306353509233,0.0008220902946517302,-6.764034069919303e-05,-8.074398457314945e-05,-4.0898401554139265e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,benign_false_alert_count,171,158,-13.0,-20.0,-6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,attack_to_benign_count,113,1166,1053,175.0,2266.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,wrong_attack_stage_count,1416,367,-1049,-2265.0,-173.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,OtherAttackStage.exact_stage_recall,0.9676432710882164,0.9673213135866066,-0.0003219575016097931,-0.001446131597975353,0.00012001920307247449,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,OtherAttackStage.warning_recall,0.9966194462330973,0.9965389568576948,-8.048937540250378e-05,-0.0005129520389843822,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,OtherAttackStage.attack_to_benign_count,42,43,1,0.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,OtherAttackStage.wrong_attack_stage_count,360,363,3,-2.0,7.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,OtherAttackStage.stage_f1,0.9829926410466067,0.9828263002944063,-0.0001663407522003446,-0.000853596890126096,6.0269606987573e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,LateralMovement.exact_stage_recall,0.7714285714285715,0.7714285714285715,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8102,LateralMovement.warning_recall,0.7714285714285715,0.7714285714285715,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8102,LateralMovement.attack_to_benign_count,8,8,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,LateralMovement.stage_f1,0.04285714285714286,0.27692307692307694,0.23406593406593407,0.049424541295296595,0.40790088826554466,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8102,DataExfiltration.exact_stage_recall,0.6748983149331784,0.6748983149331784,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,DataExfiltration.warning_recall,0.9816966879721093,0.6760604299825683,-0.30563625798954097,-0.9620563035495716,-0.03638644918444167,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,DataExfiltration.attack_to_benign_count,63,1115,1052,174.0,2266.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,DataExfiltration.wrong_attack_stage_count,1056,4,-1052,-2266.0,-174.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8102,DataExfiltration.stage_f1,0.7566775244299674,0.7563079928373758,-0.00036953159259156543,-0.0008419884709103265,0.00012620982857780572,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,macro_f1,0.7505216252589214,0.7474448355498421,-0.0030767897090793195,-0.005425241338305797,0.0006296773108783738,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8103,benign_false_alert_rate,0.0009521678729194091,0.0008689182228280947,-8.324965009131441e-05,-0.0001997773909072748,-1.4274192972814803e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,benign_false_alert_count,183,167,-16.0,-36.0,-2.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,attack_to_benign_count,1150,1154,4,0.0,8.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,wrong_attack_stage_count,359,356,-3,-7.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,OtherAttackStage.exact_stage_recall,0.9687701223438506,0.9690115904700579,0.0002414681262072893,0.0,0.00041054273749907555,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,OtherAttackStage.warning_recall,0.9968609143593046,0.9968609143593046,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,OtherAttackStage.attack_to_benign_count,39,39,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,OtherAttackStage.wrong_attack_stage_count,349,346,-3,-7.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,OtherAttackStage.stage_f1,0.9840166782487839,0.9842217135382603,0.00020503528947635186,0.0,0.00033285254632198225,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,LateralMovement.exact_stage_recall,0.8857142857142857,0.7714285714285715,-0.11428571428571421,-0.18181818181818188,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8103,LateralMovement.warning_recall,0.8857142857142857,0.7714285714285715,-0.11428571428571421,-0.18181818181818188,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8103,LateralMovement.attack_to_benign_count,4,8,4,0.0,8.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,LateralMovement.stage_f1,0.26382978723404255,0.25116279069767444,-0.012666996536368103,-0.021997181685734057,0.0023126734505087843,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,1,8103,DataExfiltration.exact_stage_recall,0.6754793724578734,0.6754793724578734,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,DataExfiltration.warning_recall,0.678384660081348,0.678384660081348,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,DataExfiltration.attack_to_benign_count,1107,1107,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,DataExfiltration.wrong_attack_stage_count,10,10,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,1,8103,DataExfiltration.stage_f1,0.7576992015642823,0.7578226857887875,0.00012348422450525476,0.0,0.0003541847196042447,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,macro_f1,0.6862861074166249,0.7292732054846669,0.04298709806804202,0.014116762806907213,0.08565308769510682,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,2,8101,benign_false_alert_rate,0.00019771791896687184,0.00032259239410384354,0.0001248744751369717,3.661287015611728e-05,0.0001741295698128978,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,benign_false_alert_count,38,62,24.0,5.0,43.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,attack_to_benign_count,705,1702,997,85.0,2247.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,wrong_attack_stage_count,1302,252,-1050,-2264.0,-173.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,OtherAttackStage.exact_stage_recall,0.9311010946555055,0.9358499678042499,0.0047488731487443925,0.0030887208435402824,0.0066260270341902405,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,OtherAttackStage.warning_recall,0.9520283322601416,0.9559723116548615,0.00394397939471991,0.0,0.005404221134886478,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,OtherAttackStage.attack_to_benign_count,596,547,-49,-106.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,OtherAttackStage.wrong_attack_stage_count,260,250,-10,-41.0,9.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,OtherAttackStage.stage_f1,0.9642812486975367,0.9668620847366014,0.002580836039064671,0.0016959584240404668,0.0040169400926390875,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,LateralMovement.exact_stage_recall,0.2,0.2857142857142857,0.08571428571428569,0.0,0.1111111111111111,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,2,8101,LateralMovement.warning_recall,0.2,0.2857142857142857,0.08571428571428569,0.0,0.1111111111111111,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,wrong_host_history,2,8101,LateralMovement.attack_to_benign_count,28,25,-3,-7.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,wrong_host_history,2,8101,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
