setting,method,shot,seed,group,group_external_id,group_degree,top1,top5,top10,mrr,rank
standard,svd32_graph_embedding,5,13,Dark Caracal,G0070,12,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Cinnamon Tempest,G1021,19,0.0,0.0,0.0,0.005988023952095809,167.0
standard,frequency_prior,5,13,Cinnamon Tempest,G1021,19,0.0,0.0,0.0,0.011904761904761904,84.0
standard,overlap_cosine,5,13,Cinnamon Tempest,G1021,19,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Cinnamon Tempest,G1021,19,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Chimera,G0114,59,0.0,0.0,0.0,0.034482758620689655,29.0
standard,frequency_prior,5,13,Chimera,G0114,59,0.0,0.0,0.0,0.05263157894736842,19.0
standard,overlap_cosine,5,13,Chimera,G0114,59,0.0,1.0,1.0,0.25,4.0
standard,svd32_graph_embedding,5,13,Chimera,G0114,59,0.0,1.0,1.0,0.5,2.0
standard,random_uniform,5,13,MirrorFace,G1054,43,0.0,0.0,0.0,0.006578947368421052,152.0
standard,frequency_prior,5,13,MirrorFace,G1054,43,0.0,0.0,0.0,0.02631578947368421,38.0
standard,overlap_cosine,5,13,MirrorFace,G1054,43,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,MirrorFace,G1054,43,0.0,1.0,1.0,0.5,2.0
standard,random_uniform,5,13,Silent Librarian,G0122,13,0.0,0.0,0.0,0.008,125.0
standard,frequency_prior,5,13,Silent Librarian,G0122,13,0.0,0.0,0.0,0.009523809523809525,105.0
standard,overlap_cosine,5,13,Silent Librarian,G0122,13,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Silent Librarian,G0122,13,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Medusa Group,G1051,57,0.0,0.0,0.0,0.006578947368421052,152.0
standard,frequency_prior,5,13,Medusa Group,G1051,57,0.0,0.0,0.0,0.047619047619047616,21.0
standard,overlap_cosine,5,13,Medusa Group,G1051,57,0.0,1.0,1.0,0.5,2.0
standard,svd32_graph_embedding,5,13,Medusa Group,G1051,57,0.0,1.0,1.0,0.5,2.0
standard,random_uniform,5,13,BRONZE BUTLER,G0060,40,0.0,0.0,0.0,0.05263157894736842,19.0
standard,frequency_prior,5,13,BRONZE BUTLER,G0060,40,0.0,0.0,0.0,0.022727272727272728,44.0
standard,overlap_cosine,5,13,BRONZE BUTLER,G0060,40,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,BRONZE BUTLER,G0060,40,0.0,1.0,1.0,0.25,4.0
standard,random_uniform,5,13,TA551,G0127,14,0.0,0.0,0.0,0.01639344262295082,61.0
standard,frequency_prior,5,13,TA551,G0127,14,0.0,0.0,0.0,0.01,100.0
standard,overlap_cosine,5,13,TA551,G0127,14,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,TA551,G0127,14,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,BackdoorDiplomacy,G0135,15,0.0,0.0,0.0,0.010309278350515464,97.0
standard,frequency_prior,5,13,BackdoorDiplomacy,G0135,15,0.0,0.0,0.0,0.010101010101010102,99.0
standard,overlap_cosine,5,13,BackdoorDiplomacy,G0135,15,0.0,1.0,1.0,0.5,2.0
standard,svd32_graph_embedding,5,13,BackdoorDiplomacy,G0135,15,0.0,1.0,1.0,0.5,2.0
standard,random_uniform,5,13,Star Blizzard,G1033,20,0.0,0.0,0.0,0.008695652173913044,115.0
standard,frequency_prior,5,13,Star Blizzard,G1033,20,0.0,0.0,0.0,0.012195121951219513,82.0
standard,overlap_cosine,5,13,Star Blizzard,G1033,20,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Star Blizzard,G1033,20,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Darkhotel,G0012,24,1.0,1.0,1.0,1.0,1.0
standard,frequency_prior,5,13,Darkhotel,G0012,24,0.0,0.0,0.0,0.0136986301369863,73.0
standard,overlap_cosine,5,13,Darkhotel,G0012,24,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Darkhotel,G0012,24,0.0,0.0,1.0,0.14285714285714285,7.0
standard,random_uniform,5,13,Axiom,G0001,16,0.0,0.0,0.0,0.09090909090909091,11.0
standard,frequency_prior,5,13,Axiom,G0001,16,0.0,0.0,0.0,0.010638297872340425,94.0
standard,overlap_cosine,5,13,Axiom,G0001,16,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Axiom,G0001,16,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Deep Panda,G0009,10,0.0,0.0,0.0,0.014925373134328358,67.0
standard,frequency_prior,5,13,Deep Panda,G0009,10,0.0,0.0,0.0,0.008333333333333333,120.0
standard,overlap_cosine,5,13,Deep Panda,G0009,10,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Deep Panda,G0009,10,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Ember Bear,G1003,47,0.0,0.0,0.0,0.011904761904761904,84.0
standard,frequency_prior,5,13,Ember Bear,G1003,47,0.0,0.0,0.0,0.03225806451612903,31.0
standard,overlap_cosine,5,13,Ember Bear,G1003,47,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Ember Bear,G1003,47,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,LazyScripter,G0140,20,0.0,0.0,0.0,0.009259259259259259,108.0
standard,frequency_prior,5,13,LazyScripter,G0140,20,0.0,0.0,0.0,0.012345679012345678,81.0
standard,overlap_cosine,5,13,LazyScripter,G0140,20,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,LazyScripter,G0140,20,0.0,1.0,1.0,0.3333333333333333,3.0
standard,random_uniform,5,13,Windshift,G0112,19,0.0,0.0,0.0,0.008130081300813009,123.0
standard,frequency_prior,5,13,Windshift,G0112,19,0.0,0.0,0.0,0.011764705882352941,85.0
standard,overlap_cosine,5,13,Windshift,G0112,19,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Windshift,G0112,19,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,ToddyCat,G1022,25,0.0,0.0,0.0,0.008130081300813009,123.0
standard,frequency_prior,5,13,ToddyCat,G1022,25,0.0,0.0,0.0,0.013888888888888888,72.0
standard,overlap_cosine,5,13,ToddyCat,G1022,25,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,ToddyCat,G1022,25,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,LuminousMoth,G1014,28,0.0,0.0,0.0,0.010101010101010102,99.0
standard,frequency_prior,5,13,LuminousMoth,G1014,28,0.0,0.0,0.0,0.015384615384615385,65.0
standard,overlap_cosine,5,13,LuminousMoth,G1014,28,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,LuminousMoth,G1014,28,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Agrius,G1030,22,0.0,0.0,0.0,0.013513513513513514,74.0
standard,frequency_prior,5,13,Agrius,G1030,22,0.0,0.0,0.0,0.013333333333333334,75.0
standard,overlap_cosine,5,13,Agrius,G1030,22,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Agrius,G1030,22,0.0,1.0,1.0,0.5,2.0
standard,random_uniform,5,13,APT28,G0007,93,0.0,0.0,0.0,0.006535947712418301,153.0
standard,frequency_prior,5,13,APT28,G0007,93,0.0,1.0,1.0,0.5,2.0
standard,overlap_cosine,5,13,APT28,G0007,93,0.0,0.0,1.0,0.125,8.0
standard,svd32_graph_embedding,5,13,APT28,G0007,93,0.0,1.0,1.0,0.25,4.0
standard,random_uniform,5,13,Malteiro,G1026,12,0.0,0.0,0.0,0.02564102564102564,39.0
standard,frequency_prior,5,13,Malteiro,G1026,12,0.0,0.0,0.0,0.008849557522123894,113.0
standard,overlap_cosine,5,13,Malteiro,G1026,12,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Malteiro,G1026,12,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,APT42,G1044,32,0.0,0.0,0.0,0.01818181818181818,55.0
standard,frequency_prior,5,13,APT42,G1044,32,0.0,0.0,0.0,0.018518518518518517,54.0
standard,overlap_cosine,5,13,APT42,G1044,32,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,APT42,G1044,32,0.0,1.0,1.0,0.3333333333333333,3.0
standard,random_uniform,5,13,APT5,G1023,29,0.0,0.0,0.0,0.015625,64.0
standard,frequency_prior,5,13,APT5,G1023,29,0.0,0.0,0.0,0.016129032258064516,62.0
standard,overlap_cosine,5,13,APT5,G1023,29,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,APT5,G1023,29,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Fox Kitten,G0117,41,0.0,0.0,0.0,0.007352941176470588,136.0
standard,frequency_prior,5,13,Fox Kitten,G0117,41,0.0,0.0,0.0,0.023809523809523808,42.0
standard,overlap_cosine,5,13,Fox Kitten,G0117,41,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Fox Kitten,G0117,41,0.0,1.0,1.0,0.3333333333333333,3.0
standard,random_uniform,5,13,APT-C-36,G0099,38,0.0,0.0,0.0,0.011494252873563218,87.0
standard,frequency_prior,5,13,APT-C-36,G0099,38,0.0,0.0,0.0,0.021739130434782608,46.0
standard,overlap_cosine,5,13,APT-C-36,G0099,38,0.0,1.0,1.0,0.3333333333333333,3.0
standard,svd32_graph_embedding,5,13,APT-C-36,G0099,38,0.0,1.0,1.0,0.25,4.0
standard,random_uniform,5,13,Tonto Team,G0131,15,0.0,0.0,1.0,0.1,10.0
standard,frequency_prior,5,13,Tonto Team,G0131,15,0.0,0.0,0.0,0.010309278350515464,97.0
standard,overlap_cosine,5,13,Tonto Team,G0131,15,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Tonto Team,G0131,15,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Lazarus Group,G0032,93,0.0,0.0,0.0,0.006060606060606061,165.0
standard,frequency_prior,5,13,Lazarus Group,G0032,93,0.0,1.0,1.0,0.3333333333333333,3.0
standard,overlap_cosine,5,13,Lazarus Group,G0032,93,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Lazarus Group,G0032,93,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,INC Ransom,G1032,25,0.0,1.0,1.0,0.5,2.0
standard,frequency_prior,5,13,INC Ransom,G1032,25,0.0,0.0,0.0,0.014084507042253521,71.0
standard,overlap_cosine,5,13,INC Ransom,G1032,25,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,INC Ransom,G1032,25,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Earth Lusca,G1006,44,0.0,0.0,0.0,0.007874015748031496,127.0
standard,frequency_prior,5,13,Earth Lusca,G1006,44,0.0,0.0,0.0,0.029411764705882353,34.0
standard,overlap_cosine,5,13,Earth Lusca,G1006,44,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Earth Lusca,G1006,44,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,FIN4,G0085,12,0.0,0.0,0.0,0.007142857142857143,140.0
standard,frequency_prior,5,13,FIN4,G0085,12,0.0,0.0,0.0,0.009009009009009009,111.0
standard,overlap_cosine,5,13,FIN4,G0085,12,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,FIN4,G0085,12,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Silence,G0091,28,0.0,0.0,0.0,0.00684931506849315,146.0
standard,frequency_prior,5,13,Silence,G0091,28,0.0,0.0,0.0,0.015151515151515152,66.0
standard,overlap_cosine,5,13,Silence,G0091,28,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Silence,G0091,28,0.0,1.0,1.0,0.25,4.0
standard,random_uniform,5,13,LAPSUS$,G1004,43,0.0,0.0,0.0,0.012345679012345678,81.0
standard,frequency_prior,5,13,LAPSUS$,G1004,43,0.0,0.0,0.0,0.02702702702702703,37.0
standard,overlap_cosine,5,13,LAPSUS$,G1004,43,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,LAPSUS$,G1004,43,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Cobalt Group,G0080,34,0.0,0.0,0.0,0.005847953216374269,171.0
standard,frequency_prior,5,13,Cobalt Group,G0080,34,0.0,0.0,0.0,0.0196078431372549,51.0
standard,overlap_cosine,5,13,Cobalt Group,G0080,34,0.0,1.0,1.0,0.5,2.0
standard,svd32_graph_embedding,5,13,Cobalt Group,G0080,34,0.0,1.0,1.0,0.3333333333333333,3.0
standard,random_uniform,5,13,Wizard Spider,G0102,64,0.0,0.0,0.0,0.017241379310344827,58.0
standard,frequency_prior,5,13,Wizard Spider,G0102,64,0.0,0.0,0.0,0.058823529411764705,17.0
standard,overlap_cosine,5,13,Wizard Spider,G0102,64,0.0,1.0,1.0,0.5,2.0
standard,svd32_graph_embedding,5,13,Wizard Spider,G0102,64,0.0,0.0,1.0,0.16666666666666666,6.0
standard,random_uniform,5,13,Molerats,G0021,16,0.0,0.0,0.0,0.02127659574468085,47.0
standard,frequency_prior,5,13,Molerats,G0021,16,0.0,0.0,0.0,0.010869565217391304,92.0
standard,overlap_cosine,5,13,Molerats,G0021,16,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Molerats,G0021,16,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Velvet Ant,G1047,22,0.0,0.0,0.0,0.006802721088435374,147.0
standard,frequency_prior,5,13,Velvet Ant,G1047,22,0.0,0.0,0.0,0.012987012987012988,77.0
standard,overlap_cosine,5,13,Velvet Ant,G1047,22,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Velvet Ant,G1047,22,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Transparent Tribe,G0134,14,0.0,0.0,0.0,0.023255813953488372,43.0
standard,frequency_prior,5,13,Transparent Tribe,G0134,14,0.0,0.0,0.0,0.009615384615384616,104.0
standard,overlap_cosine,5,13,Transparent Tribe,G0134,14,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Transparent Tribe,G0134,14,0.0,1.0,1.0,0.25,4.0
standard,random_uniform,5,13,Moonstone Sleet,G1036,30,0.0,0.0,0.0,0.010638297872340425,94.0
standard,frequency_prior,5,13,Moonstone Sleet,G1036,30,0.0,0.0,0.0,0.01694915254237288,59.0
standard,overlap_cosine,5,13,Moonstone Sleet,G1036,30,0.0,1.0,1.0,0.5,2.0
standard,svd32_graph_embedding,5,13,Moonstone Sleet,G1036,30,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Inception,G0100,22,0.0,0.0,0.0,0.008620689655172414,116.0
standard,frequency_prior,5,13,Inception,G0100,22,0.0,0.0,0.0,0.01282051282051282,78.0
standard,overlap_cosine,5,13,Inception,G0100,22,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Inception,G0100,22,0.0,1.0,1.0,0.3333333333333333,3.0
standard,random_uniform,5,13,VOID MANTICORE,G1055,63,0.0,0.0,0.0,0.008,125.0
standard,frequency_prior,5,13,VOID MANTICORE,G1055,63,0.0,0.0,0.0,0.05555555555555555,18.0
standard,overlap_cosine,5,13,VOID MANTICORE,G1055,63,0.0,1.0,1.0,0.5,2.0
standard,svd32_graph_embedding,5,13,VOID MANTICORE,G1055,63,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Play,G1040,26,0.0,1.0,1.0,0.2,5.0
standard,frequency_prior,5,13,Play,G1040,26,0.0,0.0,0.0,0.014492753623188406,69.0
standard,overlap_cosine,5,13,Play,G1040,26,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Play,G1040,26,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,PROMETHIUM,G0056,11,0.0,0.0,0.0,0.012195121951219513,82.0
standard,frequency_prior,5,13,PROMETHIUM,G0056,11,0.0,0.0,0.0,0.00847457627118644,118.0
standard,overlap_cosine,5,13,PROMETHIUM,G0056,11,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,PROMETHIUM,G0056,11,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,HEXANE,G1001,36,0.0,1.0,1.0,0.2,5.0
standard,frequency_prior,5,13,HEXANE,G1001,36,0.0,0.0,0.0,0.02040816326530612,49.0
standard,overlap_cosine,5,13,HEXANE,G1001,36,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,HEXANE,G1001,36,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Daggerfly,G1034,17,0.0,1.0,1.0,0.25,4.0
standard,frequency_prior,5,13,Daggerfly,G1034,17,0.0,0.0,0.0,0.011235955056179775,89.0
standard,overlap_cosine,5,13,Daggerfly,G1034,17,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Daggerfly,G1034,17,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,WIRTE,G0090,26,0.0,0.0,0.0,0.006802721088435374,147.0
standard,frequency_prior,5,13,WIRTE,G0090,26,0.0,0.0,0.0,0.014285714285714285,70.0
standard,overlap_cosine,5,13,WIRTE,G0090,26,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,WIRTE,G0090,26,0.0,1.0,1.0,0.3333333333333333,3.0
standard,random_uniform,5,13,PLATINUM,G0068,11,0.0,0.0,0.0,0.005917159763313609,169.0
standard,frequency_prior,5,13,PLATINUM,G0068,11,0.0,0.0,0.0,0.008547008547008548,117.0
standard,overlap_cosine,5,13,PLATINUM,G0068,11,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,PLATINUM,G0068,11,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Magic Hound,G0059,78,0.0,0.0,0.0,0.008928571428571428,112.0
standard,frequency_prior,5,13,Magic Hound,G0059,78,0.0,0.0,1.0,0.1111111111111111,9.0
standard,overlap_cosine,5,13,Magic Hound,G0059,78,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,Magic Hound,G0059,78,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,Threat Group-3390,G0027,57,0.0,0.0,0.0,0.0070921985815602835,141.0
standard,frequency_prior,5,13,Threat Group-3390,G0027,57,0.0,0.0,0.0,0.05,20.0
standard,overlap_cosine,5,13,Threat Group-3390,G0027,57,0.0,1.0,1.0,0.5,2.0
standard,svd32_graph_embedding,5,13,Threat Group-3390,G0027,57,0.0,1.0,1.0,0.3333333333333333,3.0
standard,random_uniform,5,13,APT33,G0064,31,0.0,0.0,0.0,0.0125,80.0
standard,frequency_prior,5,13,APT33,G0064,31,0.0,0.0,0.0,0.017857142857142856,56.0
standard,overlap_cosine,5,13,APT33,G0064,31,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,APT33,G0064,31,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,FIN10,G0051,11,0.0,0.0,0.0,0.006944444444444444,144.0
standard,frequency_prior,5,13,FIN10,G0051,11,0.0,0.0,0.0,0.008620689655172414,116.0
standard,overlap_cosine,5,13,FIN10,G0051,11,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,FIN10,G0051,11,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,FIN8,G0061,36,0.0,0.0,0.0,0.018518518518518517,54.0
standard,frequency_prior,5,13,FIN8,G0061,36,0.0,0.0,0.0,0.02127659574468085,47.0
standard,overlap_cosine,5,13,FIN8,G0061,36,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,FIN8,G0061,36,0.0,1.0,1.0,0.2,5.0
standard,random_uniform,5,13,FIN13,G1016,53,0.0,0.0,0.0,0.058823529411764705,17.0
standard,frequency_prior,5,13,FIN13,G1016,53,0.0,0.0,0.0,0.037037037037037035,27.0
standard,overlap_cosine,5,13,FIN13,G1016,53,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,FIN13,G1016,53,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,13,APT19,G0073,21,0.0,0.0,0.0,0.005847953216374269,171.0
standard,frequency_prior,5,13,APT19,G0073,21,0.0,0.0,0.0,0.0125,80.0
standard,overlap_cosine,5,13,APT19,G0073,21,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,13,APT19,G0073,21,0.0,1.0,1.0,0.5,2.0
standard,random_uniform,5,42,APT38,G0082,56,0.0,0.0,1.0,0.14285714285714285,7.0
standard,frequency_prior,5,42,APT38,G0082,56,0.0,0.0,0.0,0.041666666666666664,24.0
standard,overlap_cosine,5,42,APT38,G0082,56,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,APT38,G0082,56,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,Indrik Spider,G0119,33,0.0,0.0,0.0,0.017543859649122806,57.0
standard,frequency_prior,5,42,Indrik Spider,G0119,33,0.0,0.0,0.0,0.018867924528301886,53.0
standard,overlap_cosine,5,42,Indrik Spider,G0119,33,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,Indrik Spider,G0119,33,0.0,1.0,1.0,0.5,2.0
standard,random_uniform,5,42,BlackByte,G1043,48,0.0,0.0,0.0,0.023255813953488372,43.0
standard,frequency_prior,5,42,BlackByte,G1043,48,0.0,0.0,0.0,0.03333333333333333,30.0
standard,overlap_cosine,5,42,BlackByte,G1043,48,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,BlackByte,G1043,48,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,SideCopy,G1008,16,0.0,0.0,0.0,0.02040816326530612,49.0
standard,frequency_prior,5,42,SideCopy,G1008,16,0.0,0.0,0.0,0.01098901098901099,91.0
standard,overlap_cosine,5,42,SideCopy,G1008,16,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,SideCopy,G1008,16,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,GALLIUM,G0093,31,0.0,0.0,0.0,0.007142857142857143,140.0
standard,frequency_prior,5,42,GALLIUM,G0093,31,0.0,0.0,0.0,0.017543859649122806,57.0
standard,overlap_cosine,5,42,GALLIUM,G0093,31,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,GALLIUM,G0093,31,0.0,1.0,1.0,0.3333333333333333,3.0
standard,random_uniform,5,42,APT3,G0022,44,0.0,0.0,0.0,0.023255813953488372,43.0
standard,frequency_prior,5,42,APT3,G0022,44,0.0,0.0,0.0,0.02857142857142857,35.0
standard,overlap_cosine,5,42,APT3,G0022,44,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,APT3,G0022,44,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,Mustard Tempest,G1020,12,0.0,0.0,0.0,0.006493506493506494,154.0
standard,frequency_prior,5,42,Mustard Tempest,G1020,12,0.0,0.0,0.0,0.009433962264150943,106.0
standard,overlap_cosine,5,42,Mustard Tempest,G1020,12,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,Mustard Tempest,G1020,12,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,Kimsuky,G0094,130,0.0,0.0,0.0,0.009615384615384616,104.0
standard,frequency_prior,5,42,Kimsuky,G0094,130,1.0,1.0,1.0,1.0,1.0
standard,overlap_cosine,5,42,Kimsuky,G0094,130,0.0,0.0,1.0,0.16666666666666666,6.0
standard,svd32_graph_embedding,5,42,Kimsuky,G0094,130,0.0,1.0,1.0,0.25,4.0
standard,random_uniform,5,42,EXOTIC LILY,G1011,15,0.0,0.0,0.0,0.0070921985815602835,141.0
standard,frequency_prior,5,42,EXOTIC LILY,G1011,15,0.0,0.0,0.0,0.01020408163265306,98.0
standard,overlap_cosine,5,42,EXOTIC LILY,G1011,15,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,EXOTIC LILY,G1011,15,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,admin@338,G0018,12,0.0,0.0,0.0,0.011904761904761904,84.0
standard,frequency_prior,5,42,admin@338,G0018,12,0.0,0.0,0.0,0.00909090909090909,110.0
standard,overlap_cosine,5,42,admin@338,G0018,12,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,admin@338,G0018,12,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,Volt Typhoon,G1017,81,0.0,0.0,0.0,0.007462686567164179,134.0
standard,frequency_prior,5,42,Volt Typhoon,G1017,81,0.0,0.0,1.0,0.16666666666666666,6.0
standard,overlap_cosine,5,42,Volt Typhoon,G1017,81,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,Volt Typhoon,G1017,81,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,Patchwork,G0040,41,0.0,0.0,0.0,0.03125,32.0
standard,frequency_prior,5,42,Patchwork,G0040,41,0.0,0.0,0.0,0.025,40.0
standard,overlap_cosine,5,42,Patchwork,G0040,41,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,Patchwork,G0040,41,0.0,1.0,1.0,0.2,5.0
standard,random_uniform,5,42,APT41,G0096,82,0.0,0.0,0.0,0.010752688172043012,93.0
standard,frequency_prior,5,42,APT41,G0096,82,0.0,1.0,1.0,0.2,5.0
standard,overlap_cosine,5,42,APT41,G0096,82,0.0,1.0,1.0,0.5,2.0
standard,svd32_graph_embedding,5,42,APT41,G0096,82,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,Salt Typhoon,G1045,14,0.0,0.0,0.0,0.008,125.0
standard,frequency_prior,5,42,Salt Typhoon,G1045,14,0.0,0.0,0.0,0.00980392156862745,102.0
standard,overlap_cosine,5,42,Salt Typhoon,G1045,14,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,Salt Typhoon,G1045,14,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,Dragonfly,G0035,56,0.0,0.0,0.0,0.008547008547008548,117.0
standard,frequency_prior,5,42,Dragonfly,G0035,56,0.0,0.0,0.0,0.045454545454545456,22.0
standard,overlap_cosine,5,42,Dragonfly,G0035,56,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,Dragonfly,G0035,56,0.0,1.0,1.0,0.5,2.0
standard,random_uniform,5,42,Evilnum,G0120,11,0.0,0.0,0.0,0.011235955056179775,89.0
standard,frequency_prior,5,42,Evilnum,G0120,11,0.0,0.0,0.0,0.008403361344537815,119.0
standard,overlap_cosine,5,42,Evilnum,G0120,11,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,Evilnum,G0120,11,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,Gorgon Group,G0078,16,0.0,0.0,0.0,0.019230769230769232,52.0
standard,frequency_prior,5,42,Gorgon Group,G0078,16,0.0,0.0,0.0,0.010526315789473684,95.0
standard,overlap_cosine,5,42,Gorgon Group,G0078,16,1.0,1.0,1.0,1.0,1.0
standard,svd32_graph_embedding,5,42,Gorgon Group,G0078,16,1.0,1.0,1.0,1.0,1.0
standard,random_uniform,5,42,menuPass,G0045,46,0.0,0.0,0.0,0.0196078431372549,51.0
